id,Y
50123,0.08443177
50124,0.06991472
50125,0.06334071
50126,0.08050457
50127,0.14587556
50128,0.04634570
50129,0.08202487
50130,0.01681451
50131,0.01462471
50132,0.05696003
50133,0.03101066
50134,0.22224256
50135,0.03826245
50136,0.12571961
50137,0.01510591
50138,0.05143782
50139,0.02616834
50140,0.01973676
50141,0.04616863
50142,0.01869422
50143,0.04416172
50144,0.06367674
50145,0.06552193
50146,0.03883539
50147,0.01261843
50148,0.47713259
50149,0.11081976
50150,0.02643335
50151,0.23559259
50152,0.14166102
50153,0.01903644
50154,0.02102883
50155,0.02504520
50156,0.25648171
50157,0.02388105
50158,0.01289108
50159,0.48899162
50160,0.06291889
50161,0.05750270
50162,0.05905759
50163,0.05458081
50164,0.01793717
50165,0.03006008
50166,0.09748175
50167,0.02045518
50168,0.02048566
50169,0.03564513
50170,0.01258607
50171,0.02224280
50172,0.02814213
50173,0.06386414
50174,0.04673206
50175,0.03035167
50176,0.04449421
50177,0.03998564
50178,0.11445235
50179,0.46302301
50180,0.01583230
50181,0.05551346
50182,0.04602013
50183,0.23582700
50184,0.02172806
50185,0.03205349
50186,0.07523669
50187,0.04821123
50188,0.20885006
50189,0.01072787
50190,0.05162279
50191,0.01825174
50192,0.01176354
50193,0.05469687
50194,0.01632088
50195,0.25419566
50196,0.05927335
50197,0.04952627
50198,0.01198825
50199,0.03905813
50200,0.29221427
50201,0.05024396
50202,0.05247173
50203,0.10285092
50204,0.02559740
50205,0.01747441
50206,0.01628835
50207,0.03923830
50208,0.01791199
50209,0.05046291
50210,0.01177369
50211,0.02371483
50212,0.06320115
50213,0.11821127
50214,0.03941931
50215,0.10564571
50216,0.01595597
50217,0.05103784
50218,0.04744428
50219,0.05468304
50220,0.05222880
50221,0.03866267
50222,0.29610181
50223,0.02171974
50224,0.01348770
50225,0.01761265
50226,0.16301592
50227,0.00971313
50228,0.01371475
50229,0.01864145
50230,0.04449018
50231,0.29171881
50232,0.02972288
50233,0.04857987
50234,0.21162963
50235,0.05374901
50236,0.04461792
50237,0.05666269
50238,0.01202663
50239,0.09057831
50240,0.03433697
50241,0.02549200
50242,0.04087384
50243,0.01722114
50244,0.01676330
50245,0.06204403
50246,0.03388558
50247,0.30267048
50248,0.04995128
50249,0.05435512
50250,0.04792756
50251,0.07014173
50252,0.01312504
50253,0.01527899
50254,0.01408471
50255,0.12986419
50256,0.03334529
50257,0.05164508
50258,0.06212429
50259,0.03181889
50260,0.11528704
50261,0.21334043
50262,0.09865541
50263,0.02886740
50264,0.05258262
50265,0.02946801
50266,0.03634353
50267,0.04839990
50268,0.01996465
50269,0.24452263
50270,0.05447268
50271,0.01704493
50272,0.04596261
50273,0.47190961
50274,0.01622370
50275,0.06631282
50276,0.01794983
50277,0.29579586
50278,0.52930671
50279,0.05432436
50280,0.05812220
50281,0.05167073
50282,0.00868338
50283,0.05634674
50284,0.02593775
50285,0.06676970
50286,0.04437124
50287,0.25830451
50288,0.01829821
50289,0.04145696
50290,0.08555713
50291,0.06121221
50292,0.04659586
50293,0.05079481
50294,0.03229023
50295,0.04507760
50296,0.01538096
50297,0.10667987
50298,0.04913029
50299,0.02429243
50300,0.06945363
50301,0.01710835
50302,0.01237872
50303,0.05896872
50304,0.27386835
50305,0.42956319
50306,0.12389965
50307,0.03817157
50308,0.03967206
50309,0.06842736
50310,0.03311693
50311,0.08744029
50312,0.04384930
50313,0.04994077
50314,0.09478924
50315,0.12166136
50316,0.05337993
50317,0.06104074
50318,0.04404390
50319,0.04856256
50320,0.04378064
50321,0.02989874
50322,0.06246225
50323,0.08599645
50324,0.01467632
50325,0.11174198
50326,0.10042118
50327,0.08841058
50328,0.01361108
50329,0.02438815
50330,0.01052303
50331,0.03604810
50332,0.06728865
50333,0.14293993
50334,0.01360448
50335,0.05244155
50336,0.40552250
50337,0.03037869
50338,0.04857032
50339,0.12429572
50340,0.18226056
50341,0.05520870
50342,0.09442171
50343,0.01968376
50344,0.05120622
50345,0.08808986
50346,0.52688289
50347,0.04703836
50348,0.04571542
50349,0.05440073
50350,0.01970265
50351,0.06124463
50352,0.05160675
50353,0.04139112
50354,0.03986660
50355,0.05542398
50356,0.07003753
50357,0.06967979
50358,0.12384402
50359,0.05959762
50360,0.03534702
50361,0.09161049
50362,0.03918891
50363,0.07656433
50364,0.08279446
50365,0.14869180
50366,0.11894610
50367,0.02944036
50368,0.05892801
50369,0.05399477
50370,0.28309813
50371,0.02175832
50372,0.03818544
50373,0.04867102
50374,0.03889436
50375,0.01848141
50376,0.05539886
50377,0.03893711
50378,0.06241528
50379,0.07358223
50380,0.06069501
50381,0.32151285
50382,0.04867461
50383,0.06398441
50384,0.07622080
50385,0.01745722
50386,0.01536497
50387,0.04142604
50388,0.03887403
50389,0.04243948
50390,0.10154842
50391,0.06425240
50392,0.13503663
50393,0.25337756
50394,0.03569636
50395,0.03940018
50396,0.04074921
50397,0.43390682
50398,0.05069240
50399,0.25181225
50400,0.04439956
50401,0.04542143
50402,0.01878000
50403,0.05493722
50404,0.05759107
50405,0.05625670
50406,0.01470663
50407,0.02225033
50408,0.01611966
50409,0.05457763
50410,0.05388944
50411,0.06516335
50412,0.04564030
50413,0.20262355
50414,0.02201611
50415,0.04001443
50416,0.04570297
50417,0.01373552
50418,0.01721112
50419,0.01643010
50420,0.03210838
50421,0.02324671
50422,0.05080427
50423,0.09011616
50424,0.13731597
50425,0.05548859
50426,0.04739095
50427,0.06609780
50428,0.07704814
50429,0.01933474
50430,0.06019713
50431,0.01413085
50432,0.03257637
50433,0.03086269
50434,0.03859921
50435,0.11727820
50436,0.06191743
50437,0.04771020
50438,0.42018479
50439,0.11449438
50440,0.05125310
50441,0.16246863
50442,0.03409458
50443,0.43621105
50444,0.03329882
50445,0.04514900
50446,0.01178598
50447,0.30307144
50448,0.01998618
50449,0.04078955
50450,0.02032548
50451,0.05875403
50452,0.10563514
50453,0.11222740
50454,0.18517159
50455,0.01763481
50456,0.03460141
50457,0.04671424
50458,0.02483874
50459,0.05999931
50460,0.06420933
50461,0.02433054
50462,0.03991377
50463,0.06497532
50464,0.04455211
50465,0.05712198
50466,0.05587098
50467,0.03705921
50468,0.05240571
50469,0.03512251
50470,0.01386905
50471,0.01716518
50472,0.05046006
50473,0.14500797
50474,0.29939315
50475,0.02734900
50476,0.00959151
50477,0.06790124
50478,0.04545792
50479,0.07270497
50480,0.10029954
50481,0.05130950
50482,0.04158916
50483,0.05049614
50484,0.04509418
50485,0.04208093
50486,0.18799800
50487,0.12186583
50488,0.04920105
50489,0.03313346
50490,0.06254171
50491,0.29573223
50492,0.06667242
50493,0.11774147
50494,0.11193366
50495,0.02029126
50496,0.02216225
50497,0.28836212
50498,0.02675135
50499,0.06969800
50500,0.05475889
50501,0.04291210
50502,0.36897048
50503,0.02442483
50504,0.02804760
50505,0.04363367
50506,0.03298332
50507,0.05914115
50508,0.12312001
50509,0.03776265
50510,0.04468218
50511,0.04288680
50512,0.02761117
50513,0.05922564
50514,0.03498525
50515,0.09167228
50516,0.03010307
50517,0.06216690
50518,0.04069194
50519,0.04317081
50520,0.05698799
50521,0.05352782
50522,0.18968004
50523,0.09884235
50524,0.06930175
50525,0.02306615
50526,0.03109566
50527,0.03700914
50528,0.04685416
50529,0.05962731
50530,0.09538205
50531,0.34998837
50532,0.01879683
50533,0.12516265
50534,0.05808591
50535,0.05417533
50536,0.16409203
50537,0.29531851
50538,0.05722019
50539,0.01589848
50540,0.01987297
50541,0.04477694
50542,0.16666512
50543,0.07490814
50544,0.04284905
50545,0.02379106
50546,0.02458022
50547,0.11151191
50548,0.12283327
50549,0.02847956
50550,0.17835647
50551,0.06052058
50552,0.05515772
50553,0.01761987
50554,0.03418430
50555,0.04477127
50556,0.01993714
50557,0.05556585
50558,0.07914028
50559,0.23823330
50560,0.04964445
50561,0.38942915
50562,0.02076901
50563,0.02682769
50564,0.01736577
50565,0.05015969
50566,0.12597331
50567,0.04491522
50568,0.01119237
50569,0.03944786
50570,0.47948205
50571,0.05373172
50572,0.03970474
50573,0.03990455
50574,0.02809630
50575,0.01600089
50576,0.01385528
50577,0.06522333
50578,0.04985656
50579,0.07824531
50580,0.02108350
50581,0.05173223
50582,0.05937428
50583,0.10955594
50584,0.12310533
50585,0.05623909
50586,0.44088829
50587,0.13501522
50588,0.05078164
50589,0.02052733
50590,0.02214502
50591,0.02749596
50592,0.41085687
50593,0.03226510
50594,0.06111319
50595,0.05564923
50596,0.03069856
50597,0.07740456
50598,0.00941288
50599,0.05503800
50600,0.05668050
50601,0.36928055
50602,0.48283675
50603,0.04527106
50604,0.44800550
50605,0.01829473
50606,0.02251428
50607,0.47067985
50608,0.02091506
50609,0.02646170
50610,0.09855641
50611,0.04772344
50612,0.06486069
50613,0.25710911
50614,0.02581657
50615,0.01511512
50616,0.01518811
50617,0.01599881
50618,0.04775903
50619,0.02167139
50620,0.02723938
50621,0.05035101
50622,0.02658498
50623,0.35035831
50624,0.05746542
50625,0.05311694
50626,0.31330884
50627,0.03470350
50628,0.02625859
50629,0.25543424
50630,0.05700429
50631,0.04568230
50632,0.04707885
50633,0.04387026
50634,0.09016712
50635,0.01881952
50636,0.36748385
50637,0.03819936
50638,0.03832458
50639,0.09090608
50640,0.05782973
50641,0.03093155
50642,0.02107675
50643,0.01544151
50644,0.03524000
50645,0.13290331
50646,0.03035301
50647,0.02486429
50648,0.03302505
50649,0.03091691
50650,0.04584537
50651,0.03785893
50652,0.01701820
50653,0.01496674
50654,0.05729920
50655,0.01873717
50656,0.04871525
50657,0.29139292
50658,0.05249463
50659,0.10153759
50660,0.10837955
50661,0.10423174
50662,0.01541682
50663,0.05620624
50664,0.01327220
50665,0.03169612
50666,0.01615203
50667,0.04708008
50668,0.01737729
50669,0.03798930
50670,0.04772343
50671,0.04303442
50672,0.06328839
50673,0.01653834
50674,0.02716894
50675,0.01119414
50676,0.04199491
50677,0.22813220
50678,0.05038401
50679,0.02981329
50680,0.10310051
50681,0.04171835
50682,0.04729808
50683,0.04875834
50684,0.04523581
50685,0.08188578
50686,0.04893465
50687,0.02528987
50688,0.15415555
50689,0.01363198
50690,0.34852836
50691,0.05252910
50692,0.04970722
50693,0.03369299
50694,0.04455192
50695,0.03232781
50696,0.05489979
50697,0.02584895
50698,0.04813854
50699,0.02100557
50700,0.02471542
50701,0.02565027
50702,0.01379307
50703,0.04611791
50704,0.06602664
50705,0.16235027
50706,0.05530579
50707,0.02015385
50708,0.05947516
50709,0.02864186
50710,0.04404476
50711,0.12084983
50712,0.17377420
50713,0.02638891
50714,0.07047021
50715,0.08127937
50716,0.01114742
50717,0.03241112
50718,0.28341371
50719,0.01389375
50720,0.49925753
50721,0.00946035
50722,0.02419522
50723,0.04282204
50724,0.03411349
50725,0.02847168
50726,0.01491997
50727,0.05571587
50728,0.01941247
50729,0.10009445
50730,0.06257556
50731,0.12983687
50732,0.07163560
50733,0.04633258
50734,0.47172910
50735,0.01831069
50736,0.03129362
50737,0.05155000
50738,0.01376421
50739,0.03954966
50740,0.17357574
50741,0.02227675
50742,0.02941987
50743,0.09019924
50744,0.03900960
50745,0.03415484
50746,0.12493682
50747,0.04789194
50748,0.06222886
50749,0.40285978
50750,0.04014632
50751,0.18325377
50752,0.01220373
50753,0.37184092
50754,0.05476682
50755,0.01798613
50756,0.05914915
50757,0.09424429
50758,0.01705182
50759,0.05391639
50760,0.05556967
50761,0.01866481
50762,0.05140415
50763,0.01873035
50764,0.10122970
50765,0.03561991
50766,0.43722680
50767,0.01427608
50768,0.02056509
50769,0.05348215
50770,0.06342666
50771,0.10809594
50772,0.01874737
50773,0.04240029
50774,0.03857819
50775,0.02068840
50776,0.02265746
50777,0.01863178
50778,0.01525864
50779,0.01809468
50780,0.06793292
50781,0.06078052
50782,0.18636501
50783,0.04107391
50784,0.01230922
50785,0.05226312
50786,0.03611919
50787,0.33667952
50788,0.01866469
50789,0.01352330
50790,0.03418067
50791,0.01571833
50792,0.19686964
50793,0.02160593
50794,0.05682797
50795,0.10771216
50796,0.04125844
50797,0.02135122
50798,0.04313076
50799,0.05174633
50800,0.05518424
50801,0.01882607
50802,0.03750687
50803,0.03294314
50804,0.02654488
50805,0.02485287
50806,0.01705942
50807,0.50890797
50808,0.14103541
50809,0.04363390
50810,0.04168298
50811,0.01610906
50812,0.01171242
50813,0.04813397
50814,0.01369895
50815,0.01608508
50816,0.05267855
50817,0.15027328
50818,0.09564144
50819,0.14577597
50820,0.05070981
50821,0.01948028
50822,0.01038765
50823,0.01406802
50824,0.20701167
50825,0.01619184
50826,0.01519596
50827,0.10815917
50828,0.07512698
50829,0.01249193
50830,0.28235275
50831,0.02832430
50832,0.03958087
50833,0.04928520
50834,0.02917413
50835,0.30482435
50836,0.04180875
50837,0.01042277
50838,0.01216570
50839,0.14967127
50840,0.02594154
50841,0.05116430
50842,0.01846261
50843,0.04011761
50844,0.01362527
50845,0.13979875
50846,0.05052903
50847,0.06277388
50848,0.51896912
50849,0.04321031
50850,0.04712051
50851,0.05805505
50852,0.03308901
50853,0.15934496
50854,0.02381506
50855,0.03949274
50856,0.05168050
50857,0.05301540
50858,0.08694822
50859,0.04185295
50860,0.10186120
50861,0.07625034
50862,0.01953727
50863,0.02161505
50864,0.05682817
50865,0.08419937
50866,0.06744732
50867,0.34185591
50868,0.03579434
50869,0.03251708
50870,0.06525590
50871,0.47237742
50872,0.38965714
50873,0.02196076
50874,0.06281918
50875,0.17304239
50876,0.04585192
50877,0.04927474
50878,0.05022360
50879,0.05754550
50880,0.02153420
50881,0.20026430
50882,0.01650457
50883,0.04122927
50884,0.03496013
50885,0.01792108
50886,0.09577720
50887,0.04593394
50888,0.04343146
50889,0.05869015
50890,0.03912552
50891,0.03127053
50892,0.05181463
50893,0.05889211
50894,0.01505037
50895,0.04300458
50896,0.02137871
50897,0.03381847
50898,0.06070737
50899,0.03273116
50900,0.04341846
50901,0.02140687
50902,0.01527431
50903,0.04650106
50904,0.11002817
50905,0.32297987
50906,0.04559916
50907,0.09725936
50908,0.27971935
50909,0.03018020
50910,0.02733589
50911,0.05116672
50912,0.21117301
50913,0.10983335
50914,0.02400904
50915,0.02975181
50916,0.04563252
50917,0.03112558
50918,0.28466555
50919,0.05371847
50920,0.01284654
50921,0.03646486
50922,0.15817945
50923,0.01476335
50924,0.01074189
50925,0.04017910
50926,0.04766085
50927,0.08609760
50928,0.04172001
50929,0.05137900
50930,0.01956702
50931,0.02656448
50932,0.02005676
50933,0.15522702
50934,0.09610760
50935,0.01718568
50936,0.10785574
50937,0.31326842
50938,0.05635286
50939,0.07754780
50940,0.05653643
50941,0.04111989
50942,0.02886303
50943,0.05727915
50944,0.05189022
50945,0.11061127
50946,0.05902668
50947,0.29251778
50948,0.05367132
50949,0.05309702
50950,0.06872832
50951,0.49464658
50952,0.05289579
50953,0.05987742
50954,0.05133884
50955,0.25665134
50956,0.01659315
50957,0.11081880
50958,0.15410216
50959,0.01371912
50960,0.01641395
50961,0.03623311
50962,0.05759234
50963,0.11212625
50964,0.05309291
50965,0.04642952
50966,0.02620708
50967,0.01686780
50968,0.08912721
50969,0.49098930
50970,0.02563300
50971,0.06891137
50972,0.04618281
50973,0.48368099
50974,0.01209433
50975,0.02727916
50976,0.04501069
50977,0.02598195
50978,0.09503566
50979,0.04317259
50980,0.02169434
50981,0.04422695
50982,0.02446526
50983,0.02409225
50984,0.04284448
50985,0.04068600
50986,0.05128062
50987,0.03152818
50988,0.04034273
50989,0.02315349
50990,0.08449644
50991,0.01439388
50992,0.02448484
50993,0.04238172
50994,0.01123532
50995,0.06463482
50996,0.19605672
50997,0.06201310
50998,0.41609171
50999,0.11169856
51000,0.05290444
51001,0.03844044
51002,0.01250995
51003,0.04994402
51004,0.06270067
51005,0.24758406
51006,0.09203264
51007,0.04356522
51008,0.43617105
51009,0.05686996
51010,0.11659205
51011,0.03998369
51012,0.04192084
51013,0.04648588
51014,0.02447475
51015,0.12546003
51016,0.06193961
51017,0.02009471
51018,0.01482727
51019,0.05857887
51020,0.03277544
51021,0.05875999
51022,0.18951377
51023,0.03600874
51024,0.01483779
51025,0.03947333
51026,0.04780324
51027,0.01988622
51028,0.02235715
51029,0.01458993
51030,0.01828687
51031,0.01826561
51032,0.03906879
51033,0.02125848
51034,0.04193814
51035,0.04497660
51036,0.02471157
51037,0.04838232
51038,0.23244557
51039,0.01188421
51040,0.04466472
51041,0.05433704
51042,0.04608512
51043,0.19269174
51044,0.07549822
51045,0.05066294
51046,0.04599283
51047,0.06406102
51048,0.02768550
51049,0.03565878
51050,0.21725081
51051,0.06046726
51052,0.02813756
51053,0.24106084
51054,0.07703849
51055,0.03231251
51056,0.13436523
51057,0.05681344
51058,0.05777765
51059,0.03126105
51060,0.41086686
51061,0.12253910
51062,0.02950052
51063,0.01505720
51064,0.03629724
51065,0.01136723
51066,0.03950674
51067,0.06077202
51068,0.01280511
51069,0.24387485
51070,0.04457654
51071,0.01622769
51072,0.00908270
51073,0.27738744
51074,0.04253875
51075,0.04037204
51076,0.34073621
51077,0.13418022
51078,0.11099175
51079,0.05311793
51080,0.24788846
51081,0.29354081
51082,0.03579865
51083,0.06891300
51084,0.06346665
51085,0.03682011
51086,0.02173389
51087,0.19262429
51088,0.03451648
51089,0.04001565
51090,0.05601118
51091,0.01438300
51092,0.03696291
51093,0.01758480
51094,0.03206242
51095,0.16103335
51096,0.01468695
51097,0.38655362
51098,0.12244073
51099,0.02896826
51100,0.05753686
51101,0.04568471
51102,0.06028895
51103,0.16295631
51104,0.03221986
51105,0.04940207
51106,0.02532811
51107,0.04330585
51108,0.02914030
51109,0.04406462
51110,0.01919451
51111,0.15272807
51112,0.06441383
51113,0.01459237
51114,0.01278369
51115,0.03039436
51116,0.20934632
51117,0.01461932
51118,0.12589136
51119,0.02078113
51120,0.03605040
51121,0.25466806
51122,0.02997808
51123,0.01636849
51124,0.05520914
51125,0.04395372
51126,0.02990594
51127,0.07921612
51128,0.07290772
51129,0.04767772
51130,0.05889445
51131,0.03827631
51132,0.04843586
51133,0.06224750
51134,0.03577490
51135,0.04041344
51136,0.04131019
51137,0.03251035
51138,0.05737250
51139,0.03302275
51140,0.16497026
51141,0.47646752
51142,0.01747146
51143,0.17455475
51144,0.04460236
51145,0.02978981
51146,0.03594459
51147,0.02676686
51148,0.06955304
51149,0.04188362
51150,0.06434453
51151,0.04911177
51152,0.01674978
51153,0.01660046
51154,0.16102579
51155,0.43071133
51156,0.01748830
51157,0.00813986
51158,0.01724515
51159,0.03252436
51160,0.04263544
51161,0.04277185
51162,0.02064507
51163,0.04643476
51164,0.11269922
51165,0.07911026
51166,0.03857249
51167,0.04640632
51168,0.04180944
51169,0.01504152
51170,0.05395990
51171,0.05622114
51172,0.03835313
51173,0.02356429
51174,0.07056541
51175,0.02544552
51176,0.02746893
51177,0.05034222
51178,0.02567528
51179,0.02159808
51180,0.17623301
51181,0.04142523
51182,0.19049512
51183,0.08665743
51184,0.04808128
51185,0.01394495
51186,0.01539715
51187,0.03317781
51188,0.13323267
51189,0.01305737
51190,0.06834733
51191,0.05355153
51192,0.01475085
51193,0.21262041
51194,0.10893882
51195,0.04487226
51196,0.03281594
51197,0.02350295
51198,0.02300972
51199,0.05840101
51200,0.04070600
51201,0.02332630
51202,0.09610292
51203,0.04488252
51204,0.13829076
51205,0.06146694
51206,0.11138725
51207,0.04794851
51208,0.10797918
51209,0.03097576
51210,0.02174031
51211,0.06709440
51212,0.04517192
51213,0.04170403
51214,0.09790007
51215,0.46509901
51216,0.10639247
51217,0.02159943
51218,0.18756676
51219,0.04837057
51220,0.02618588
51221,0.02705147
51222,0.39318305
51223,0.01554954
51224,0.05646003
51225,0.05569994
51226,0.05986947
51227,0.01900136
51228,0.04147125
51229,0.06673463
51230,0.07708348
51231,0.03721933
51232,0.03888222
51233,0.15869103
51234,0.01905873
51235,0.01359231
51236,0.01450256
51237,0.01858497
51238,0.05394767
51239,0.01907404
51240,0.03142331
51241,0.01410989
51242,0.01662552
51243,0.02715134
51244,0.21724829
51245,0.53842247
51246,0.07694387
51247,0.05688230
51248,0.34095910
51249,0.16176859
51250,0.03983198
51251,0.02530304
51252,0.05220160
51253,0.01389616
51254,0.06251142
51255,0.35441259
51256,0.01580855
51257,0.20359950
51258,0.01503195
51259,0.04541270
51260,0.03039870
51261,0.01941721
51262,0.19225132
51263,0.04979283
51264,0.02176630
51265,0.06876548
51266,0.06577810
51267,0.05082699
51268,0.06888208
51269,0.01371318
51270,0.03676404
51271,0.01425464
51272,0.16145669
51273,0.03641807
51274,0.01952791
51275,0.05465017
51276,0.04360386
51277,0.01178996
51278,0.03345355
51279,0.22424585
51280,0.23708929
51281,0.01140822
51282,0.01069823
51283,0.04256301
51284,0.02934804
51285,0.01376100
51286,0.21629722
51287,0.04363019
51288,0.06477036
51289,0.03098746
51290,0.06783602
51291,0.04585175
51292,0.10570665
51293,0.04631183
51294,0.03860437
51295,0.03441151
51296,0.35514483
51297,0.07255708
51298,0.01966679
51299,0.10938446
51300,0.05939757
51301,0.33459899
51302,0.01658174
51303,0.03981092
51304,0.17085022
51305,0.04060467
51306,0.03599286
51307,0.01579221
51308,0.02210601
51309,0.05068236
51310,0.05033966
51311,0.02250378
51312,0.05388772
51313,0.04322236
51314,0.03760244
51315,0.04245841
51316,0.01594151
51317,0.04052932
51318,0.02288425
51319,0.01170721
51320,0.05297741
51321,0.02815911
51322,0.04802174
51323,0.03402633
51324,0.03308745
51325,0.06627008
51326,0.03423304
51327,0.04577546
51328,0.09398393
51329,0.03054092
51330,0.06250411
51331,0.43076992
51332,0.01098000
51333,0.34271029
51334,0.02106026
51335,0.03636802
51336,0.03223900
51337,0.08520878
51338,0.02119094
51339,0.06607212
51340,0.14119656
51341,0.02280807
51342,0.14544784
51343,0.02605034
51344,0.11239448
51345,0.14605471
51346,0.02393318
51347,0.04935896
51348,0.02604531
51349,0.05433679
51350,0.09952661
51351,0.03900407
51352,0.05576642
51353,0.01208601
51354,0.08028410
51355,0.01809287
51356,0.05561997
51357,0.05195009
51358,0.03025912
51359,0.04942921
51360,0.03732996
51361,0.04592175
51362,0.03511621
51363,0.06465009
51364,0.03156390
51365,0.02729219
51366,0.23143174
51367,0.05923133
51368,0.10284520
51369,0.04747648
51370,0.51173002
51371,0.08061936
51372,0.04486582
51373,0.02145219
51374,0.05943796
51375,0.04528025
51376,0.01470207
51377,0.05701153
51378,0.06288378
51379,0.14985518
51380,0.04530392
51381,0.05466975
51382,0.01813084
51383,0.03797214
51384,0.05608431
51385,0.13663271
51386,0.02647385
51387,0.17423481
51388,0.04214932
51389,0.46193656
51390,0.05335720
51391,0.03208870
51392,0.04249798
51393,0.03745557
51394,0.03805646
51395,0.03454937
51396,0.06476894
51397,0.01868234
51398,0.05224690
51399,0.01788933
51400,0.05932710
51401,0.04554160
51402,0.02425005
51403,0.12990436
51404,0.05424115
51405,0.01737623
51406,0.09418515
51407,0.04153878
51408,0.06200059
51409,0.15438405
51410,0.04830807
51411,0.01988725
51412,0.05646207
51413,0.02593139
51414,0.01966814
51415,0.06199272
51416,0.06121863
51417,0.04591552
51418,0.12003414
51419,0.06964432
51420,0.03620543
51421,0.02268183
51422,0.05539508
51423,0.51136494
51424,0.01931031
51425,0.03215952
51426,0.04586139
51427,0.03525003
51428,0.01179326
51429,0.51273578
51430,0.13734095
51431,0.03902330
51432,0.09392773
51433,0.05202398
51434,0.29735798
51435,0.03882872
51436,0.02807700
51437,0.11265905
51438,0.17934501
51439,0.05578137
51440,0.10814802
51441,0.07507465
51442,0.02459624
51443,0.03939715
51444,0.03633509
51445,0.08412122
51446,0.06202212
51447,0.01571484
51448,0.04451723
51449,0.02153523
51450,0.05141081
51451,0.02558134
51452,0.03549916
51453,0.03408827
51454,0.05141599
51455,0.10563690
51456,0.03229643
51457,0.12617007
51458,0.05380084
51459,0.52554488
51460,0.05668643
51461,0.06562432
51462,0.04197260
51463,0.05749473
51464,0.06005615
51465,0.05465993
51466,0.36986759
51467,0.04521141
51468,0.05285896
51469,0.01227121
51470,0.04216454
51471,0.01562394
51472,0.12458671
51473,0.03119087
51474,0.03705505
51475,0.05405505
51476,0.35716930
51477,0.03882317
51478,0.01502596
51479,0.04422136
51480,0.05625200
51481,0.27589726
51482,0.18732314
51483,0.03816487
51484,0.41743198
51485,0.02357331
51486,0.04089173
51487,0.04891901
51488,0.01141079
51489,0.10109662
51490,0.01062739
51491,0.04961579
51492,0.04034507
51493,0.03576548
51494,0.05100639
51495,0.05096954
51496,0.05181859
51497,0.05587013
51498,0.03180725
51499,0.41557822
51500,0.03964691
51501,0.02477849
51502,0.10978287
51503,0.01799927
51504,0.05508806
51505,0.04766707
51506,0.09977138
51507,0.01697538
51508,0.07856578
51509,0.15795073
51510,0.04400038
51511,0.01721528
51512,0.02108324
51513,0.01810384
51514,0.02592662
51515,0.14383483
51516,0.06339961
51517,0.06497619
51518,0.05070429
51519,0.25621793
51520,0.02372511
51521,0.05696689
51522,0.25239629
51523,0.03796763
51524,0.02493948
51525,0.01573108
51526,0.06810992
51527,0.21910231
51528,0.04123723
51529,0.01613856
51530,0.03598504
51531,0.03814960
51532,0.54499823
51533,0.01758639
51534,0.02895265
51535,0.25485870
51536,0.02802191
51537,0.13180773
51538,0.16234837
51539,0.02800846
51540,0.05056594
51541,0.03632826
51542,0.02794685
51543,0.00987681
51544,0.02396561
51545,0.05791699
51546,0.02491553
51547,0.06207978
51548,0.05319555
51549,0.00897431
51550,0.55467546
51551,0.10331017
51552,0.10116979
